,State,Downs,FGMade,FGMiss,FUM,INT,PUNT,SAF,TD,Frequency,E[Plays Remaining],Markov EP,Recursive EP,Regressive EP,Down,DTG,Ydline
797,-0.98,0.02,4.0,16.0,42.0,4-16-46,0.0298,0.006,0.0011,0.0011,0.0016,0.9521,0.0,0.0082,142.0,1.18,0.08
798,-0.9,-0.22,4.0,16.0,46.0,4-16-50,0.0137,0.0021,0.0005,0.0003,0.0005,0.9734,0.0,0.0094,156.0,1.08,0.07
799,-0.9,-0.47,4.0,16.0,50.0,4-16-54,0.001,0.003,0.0007,0.0061,0.0009,0.9833,0.0,0.0049,183.0,1.12,0.04
800,-0.94,-0.71,4.0,16.0,54.0,4-16-58,0.0058,0.0001,0.0,0.0,0.0059,0.982,0.0,0.0061,175.0,1.05,0.04
801,-0.94,-0.96,4.0,16.0,58.0,4-16-62,0.0053,0.0,0.0,0.0,0.0001,0.9891,0.0,0.0054,200.0,1.05,0.04
802,-0.94,-1.21,4.0,16.0,62.0,4-16-66,0.0005,0.0011,0.0002,0.0003,0.0006,0.984,0.0,0.0132,176.0,1.08,0.1
803,-0.87,-1.45,4.0,16.0,66.0,4-16-70,0.0158,0.0,0.0,0.0,0.0,0.9734,0.0001,0.0106,197.0,1.05,0.07
804,-0.9,-1.7,4.0,16.0,70.0,4-16-74,0.0056,0.002,0.0005,0.0006,0.0008,0.9777,0.0001,0.0128,202.0,1.08,0.1
805,-0.88,-1.95,4.0,16.0,74.0,4-16-78,0.0057,0.0012,0.0003,0.0004,0.0004,0.9754,0.0002,0.0165,208.0,1.1,0.12
806,-0.85,-2.19,4.0,16.0,78.0,4-16-82,0.0048,0.0,0.0,0.0,0.0,0.9904,0.0,0.0048,210.0,1.01,0.03
807,-0.95,-2.44,4.0,16.0,82.0,4-16-86,0.0086,0.0004,0.0001,0.0003,0.0004,0.9767,0.0001,0.0134,240.0,1.06,0.09
808,-0.88,-2.68,4.0,16.0,86.0,4-16-90,0.0139,0.0,0.0,0.0,0.0139,0.9436,0.0004,0.0282,72.0,1.03,0.2
809,-0.78,-2.93,4.0,16.0,90.0,4-16-94,0.0,0.0,0.0,0.0,0.0,0.9667,0.0,0.0333,61.0,1.02,0.23
810,-0.72,-3.18,4.0,16.0,94.0,4-16-99,0.0,0.0,0.0,0.0,0.0,0.9231,0.0769,0.0,14.0,1.08,-0.15
811,-1.06,-3.49,4.0,16.0,99.0,4-2-1,0.0953,0.8254,0.0094,0.0003,0.004,0.0,0.0,0.0656,270.0,1.05,2.93
812,2.8,3.53,4.0,2.0,1.0,4-2-10,0.0353,0.7852,0.0948,0.0096,0.0101,0.0001,0.0,0.065,121.0,1.18,2.81
813,2.62,2.93,4.0,2.0,10.0,,,,4-2-14,0.0487,0.7494,0.1506,0.011,0.0025,0.0002,0.0,0.0376
814,109.0,1.23,2.51,2.25,2.69,4.0,2.0,14.0,4-2-18,0.0757,0.6484,0.201,0.0103,0.0048,0.0004,0.0,0.0594
815,139.0,1.41,2.36,2.0,2.44,4.0,2.0,18.0,4-2-2,0.0608,0.8744,0.018,0.0002,0.007,0.0,0.0,0.0395
816,154.0,1.09,2.9,2.79,3.5,4.0,2.0,2.0,4-2-22,0.0639,0.6029,0.1979,0.0146,0.0097,0.0031,0.0,0.108
817,126.0,1.84,2.56,2.2,2.19,4.0,2.0,22.0,4-2-26,0.219,0.4171,0.2187,0.0165,0.028,0.0125,0.0,0.0882
818,114.0,1.89,1.87,1.25,1.95,4.0,2.0,26.0,4-2-30,0.2426,0.3324,0.1432,0.0196,0.0249,0.0667,0.0,0.163
819,131.0,2.46,2.14,1.53,1.7,4.0,2.0,30.0,4-2-34,0.2554,0.1545,0.0863,0.0133,0.0335,0.305,0.0,0.1519
820,141.0,2.61,1.52,0.73,1.45,4.0,2.0,34.0,4-2-38,0.1468,0.0688,0.0153,0.0172,0.0364,0.6266,0.0,0.0888
821,142.0,2.23,0.83,-0.09,1.21,4.0,2.0,38.0,4-2-42,0.0825,0.0298,0.0072,0.0055,0.0138,0.8219,0.0,0.0391
822,171.0,1.65,0.36,-0.59,0.96,4.0,2.0,42.0,4-2-46,0.054,0.0141,0.0033,0.0087,0.0043,0.8849,0.0,0.0307
823,177.0,1.35,0.26,-0.71,0.72,4.0,2.0,46.0,4-2-50,0.043,0.0127,0.003,0.0078,0.0141,0.9011,0.0,0.0184
824,204.0,1.38,0.17,-0.82,0.47,4.0,2.0,50.0,4-2-54,0.0351,0.0085,0.002,0.0021,0.0031,0.927,0.0,0.0222
825,215.0,1.3,0.18,-0.78,0.22,4.0,2.0,54.0,4-2-58,0.0418,0.0082,0.0019,0.0027,0.0076,0.9257,0.0,0.012
826,254.0,1.34,0.11,-0.87,-0.02,4.0,2.0,58.0,4-2-6,0.0592,0.8293,0.0273,0.0092,0.0093,0.0,0.0,0.0656
827,122.0,1.12,2.95,2.81,3.39,4.0,2.0,6.0,4-2-62,0.0156,0.0108,0.0025,0.0032,0.0046,0.9435,0.0043,0.0156
828,232.0,1.42,0.13,-0.83,-0.27,4.0,2.0,62.0,4-2-66,0.0021,0.0084,0.0019,0.0029,0.0041,0.9572,0.0,0.0234
829,184.0,1.35,0.19,-0.77,-0.52,4.0,2.0,66.0,4-2-70,0.0163,0.0037,0.0008,0.0015,0.0022,0.9544,0.0,0.0211
830,327.0,1.19,0.16,-0.81,-0.76,4.0,2.0,70.0,4-2-74,0.0167,0.0039,0.0009,0.002,0.0028,0.9519,0.0,0.0218
831,132.0,1.28,0.16,-0.8,-1.01,4.0,2.0,74.0,4-2-78,0.0208,0.0039,0.0009,0.0019,0.0026,0.9636,0.0,0.0063
832,101.0,1.22,0.06,-0.93,-1.25,4.0,2.0,78.0,4-2-82,0.0004,0.0016,0.0003,0.0011,0.0016,0.9727,0.0008,0.0215
833,58.0,1.18,0.15,-0.81,-1.5,4.0,2.0,82.0,4-2-86,0.025,0.0,0.0,0.0,0.0,0.95,0.025,0.0
834,40.0,1.0,-0.05,-1.01,-1.75,4.0,2.0,86.0,4-2-90,0.0029,0.0113,0.0025,0.008,0.0116,0.9377,0.0002,0.0258
835,8.0,2.01,0.21,-0.75,-1.99,4.0,2.0,90.0,4-21-18,0.0049,0.906,0.0845,0.0001,0.0001,0.0036,0.0,0.0009
836,15.0,1.08,2.72,2.62,1.17,4.0,21.0,18.0,4-21-22,0.0739,0.7403,0.1721,0.0008,0.0012,0.0002,0.0,0.0115
837,41.0,1.1,2.3,2.01,0.92,4.0,21.0,22.0,4-21-26,0.0739,0.5899,0.268,0.0009,0.001,0.0535,0.0,0.0128
838,43.0,1.13,1.86,1.4,0.67,4.0,21.0,26.0,4-21-30,0.1107,0.3046,0.2898,0.0004,0.0001,0.2931,0.0,0.0012
839,39.0,1.15,0.92,0.16,0.43,4.0,21.0,30.0,4-21-34,0.0764,0.0561,0.0472,0.0007,0.0011,0.8054,0.0,0.0131
840,43.0,1.19,0.26,-0.68,0.18,4.0,21.0,34.0,4-21-38,0.0643,0.0197,0.0011,0.0008,0.0011,0.9074,0.0,0.0056
841,66.0,1.15,0.1,-0.87,-0.06,4.0,21.0,38.0,4-21-42,0.0445,0.0001,0.0,0.0,0.0,0.9551,0.0,0.0003
842,70.0,1.06,0.0,-0.99,-0.31,4.0,21.0,42.0,4-21-46,0.0307,0.0,0.0,0.0,0.0152,0.9542,0.0,0.0
843,67.0,1.05,0.0,-1.0,-0.56,4.0,21.0,46.0,4-21-50,0.0139,0.0036,0.0009,0.0006,0.0009,0.9619,0.0,0.0181
844,79.0,1.14,0.14,-0.83,-0.8,4.0,21.0,50.0,4-21-54,0.0116,0.0,0.0,0.0,0.0002,0.9878,0.0,0.0004
845,90.0,1.04,0.0,-0.98,-1.05,4.0,21.0,54.0,4-21-58,0.0122,0.0001,0.0,0.0,0.0,0.9632,0.0,0.0244
846,85.0,1.06,0.17,-0.79,-1.3,4.0,21.0,58.0,4-21-62,0.0005,0.0033,0.0005,0.0003,0.0005,0.9808,0.0,0.0141
847,106.0,1.06,0.11,-0.86,-1.54,4.0,21.0,62.0,4-21-66,0.0103,0.0,0.0,0.0,0.0001,0.9791,0.0,0.0104
848,100.0,1.05,0.07,-0.9,-1.79,4.0,21.0,66.0,4-21-70,0.0011,0.0017,0.0004,0.0007,0.0116,0.9816,0.0002,0.0028
849,94.0,1.11,0.02,-0.97,-2.03,4.0,21.0,70.0,4-21-74,0.0096,0.0,0.0,0.0,0.0,0.9808,0.0001,0.0094
850,108.0,1.04,0.07,-0.91,-2.28,4.0,21.0,74.0,4-21-78,0.0102,0.0013,0.0003,0.0006,0.0009,0.9839,0.0004,0.0024
851,110.0,1.12,0.02,-0.96,-2.53,4.0,21.0,78.0,4-21-82,0.0215,0.0,0.0,0.0,0.0,0.957,0.0108,0.0108
852,93.0,1.0,0.05,-0.91,-2.77,4.0,21.0,82.0,4-21-86,0.0001,0.0,0.0,0.0,0.0,0.9999,0.0,0.0001
853,95.0,1.02,0.0,-0.98,-3.02,4.0,21.0,86.0,4-21-90,0.0095,0.0,0.0,0.0,0.0,0.989,0.0007,0.0008
854,106.0,1.06,0.0,-0.98,-3.27,4.0,21.0,90.0,4-21-94,0.0,0.0,0.0,0.0,0.0,0.9692,0.0154,0.0154
855,65.0,1.0,0.08,-0.88,-3.51,4.0,21.0,94.0,4-21-99,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
856,8.0,1.0,0.0,-0.98,-3.82,4.0,21.0,99.0,4-3-10,0.049,0.7848,0.126,0.0008,0.001,0.0,0.0,0.0384
857,105.0,1.09,2.62,2.41,2.87,4.0,3.0,10.0,4-3-14,0.0323,0.803,0.0707,0.0221,0.0037,0.0002,0.0,0.0681
858,103.0,1.32,2.88,2.71,2.62,4.0,3.0,14.0,4-3-18,0.049,0.733,0.1754,0.0015,0.0017,0.0004,0.0,0.0391
859,108.0,1.18,2.47,2.2,2.37,4.0,3.0,18.0,4-3-2,0.0763,0.8418,0.0256,0.0098,0.0033,0.0,0.0,0.0431
860,321.0,1.05,2.83,2.68,3.36,4.0,3.0,2.0,4-3-22,0.0423,0.6396,0.2533,0.0094,0.0104,0.0021,0.0,0.0429
861,124.0,1.19,2.22,1.83,2.13,4.0,3.0,22.0,4-3-26,0.0772,0.5567,0.2666,0.0047,0.0069,0.0033,0.0,0.0846
862,124.0,1.58,2.26,1.83,1.88,4.0,3.0,26.0,4-3-30,0.1685,0.3471,0.225,0.0373,0.0258,0.1043,0.0001,0.092
863,137.0,1.95,1.68,0.99,1.63,4.0,3.0,30.0,4-3-34,0.1672,0.1446,0.0377,0.0314,0.0286,0.4764,0.0,0.1141
864,140.0,2.21,1.23,0.4,1.39,4.0,3.0,34.0,4-3-38,0.1134,0.0379,0.0082,0.005,0.0071,0.767,0.0,0.0614
865,147.0,1.58,0.54,-0.38,1.14,4.0,3.0,38.0,4-3-42,0.0689,0.0174,0.0038,0.0033,0.0102,0.861,0.0,0.0353
866,184.0,1.41,0.3,-0.66,0.9,4.0,3.0,42.0,4-3-46,0.0327,0.0128,0.0027,0.0083,0.0094,0.9161,0.0,0.018
867,167.0,1.29,0.16,-0.81,0.65,4.0,3.0,46.0,4-3-50,0.0356,0.0105,0.0024,0.0028,0.004,0.9236,0.0,0.021
868,182.0,1.34,0.18,-0.79,0.4,4.0,3.0,50.0,4-3-54,0.0514,0.0076,0.0017,0.0021,0.0029,0.9228,0.0,0.0115
869,223.0,1.26,0.1,-0.88,0.16,4.0,3.0,54.0,4-3-58,0.0285,0.0068,0.0014,0.0017,0.0025,0.9445,0.0,0.0146
870,223.0,1.21,0.12,-0.85,-0.09,4.0,3.0,58.0,4-3-6,0.0561,0.8641,0.0393,0.0007,0.0098,0.0,0.0,0.03
871,109.0,1.09,2.8,2.67,3.26,4.0,3.0,6.0,,,,4-3-62,0.0098,0.0037,0.0008,0.0007,0.0009
872,0.9742,0.0,0.0098,226.0,1.13,0.08,-0.89,-0.34,4.0,3.0,62.0,4-3-66,0.0078,0.0092,0.0019,0.0028,0.0039
873,0.9441,0.0,0.0303,187.0,1.33,0.24,-0.71,-0.58,4.0,3.0,66.0,4-3-70,0.0147,0.0062,0.0013,0.0022,0.0031
874,0.9598,0.0,0.0127,300.0,1.25,0.11,-0.87,-0.83,4.0,3.0,70.0,4-3-74,0.0009,0.0038,0.0008,0.0018,0.0025
875,0.9653,0.0,0.0248,106.0,1.2,0.18,-0.78,-1.07,4.0,3.0,74.0,4-3-78,0.0,0.0001,0.0,0.0001,0.0001
876,0.9996,0.0,0.0002,77.0,1.05,0.0,-0.98,-1.32,4.0,3.0,78.0,4-3-82,0.0004,0.0017,0.0004,0.0008,0.001
877,0.9676,0.0,0.028,82.0,1.14,0.2,-0.76,-1.57,4.0,3.0,82.0,4-3-86,0.0011,0.0041,0.0009,0.0029,0.0042
878,0.9336,0.0001,0.0532,45.0,1.39,0.38,-0.55,-1.81,4.0,3.0,86.0,4-3-90,0.0,0.0,0.0,0.0,0.0
879,0.9524,0.0,0.0476,22.0,1.05,0.33,-0.6,-2.06,4.0,3.0,90.0,4-4-10,0.0418,0.7982,0.1148,0.0107,0.0009
880,0.0,0.0,0.0336,98.0,1.07,2.63,2.42,2.8,4.0,4.0,10.0,4-4-14,0.066,0.7545,0.1216,0.0018,0.0028
881,0.0001,0.0,0.0531,110.0,1.24,2.63,2.41,2.55,4.0,4.0,14.0,4-4-18,0.0636,0.7162,0.1815,0.0101,0.0019
882,0.0022,0.0,0.0245,114.0,1.17,2.32,2.01,2.31,4.0,4.0,18.0,4-4-2,0.0419,0.9016,0.0162,0.0034,0.0065
883,0.0,0.0,0.0304,317.0,1.03,2.92,2.83,3.22,4.0,4.0,2.0,4-4-22,0.052,0.7026,0.1947,0.0027,0.0044
884,0.0024,0.0,0.0413,124.0,1.35,2.4,2.09,2.06,4.0,4.0,22.0,4-4-26,0.0923,0.5472,0.2844,0.0104,0.0045
885,0.0039,0.0,0.0572,137.0,1.39,2.04,1.57,1.81,4.0,4.0,26.0,4-4-30,0.1601,0.3329,0.2073,0.0168,0.0365
886,0.125,0.0,0.1213,125.0,2.08,1.85,1.18,1.57,4.0,4.0,30.0,4-4-34,0.1581,0.148,0.0628,0.0148,0.0323
887,0.4906,0.0,0.0933,141.0,1.97,1.1,0.26,1.32,4.0,4.0,34.0,4-4-38,0.0674,0.0341,0.0078,0.0112,0.0074
888,0.8206,0.0,0.0514,161.0,1.62,0.46,-0.47,1.07,4.0,4.0,38.0,4-4-42,0.0466,0.013,0.0032,0.0021,0.0031
889,0.9152,0.0,0.0167,159.0,1.26,0.16,-0.81,0.83,4.0,4.0,42.0,4-4-46,0.0324,0.0143,0.0034,0.003,0.0045
890,0.9163,0.0,0.0261,171.0,1.37,0.23,-0.73,0.58,4.0,4.0,46.0,4-4-50,0.0147,0.011,0.0026,0.0027,0.0039
891,0.9373,0.0,0.0279,164.0,1.32,0.23,-0.73,0.34,4.0,4.0,50.0,4-4-54,0.0071,0.0046,0.0011,0.0068,0.0019
892,0.9661,0.0,0.0124,182.0,1.21,0.1,-0.88,0.09,4.0,4.0,54.0,4-4-58,0.0103,0.0037,0.0008,0.0102,0.0064
893,0.9401,0.0046,0.0239,219.0,1.17,0.17,-0.8,-0.16,4.0,4.0,58.0,4-4-6,0.0435,0.8114,0.0766,0.0096,0.001
894,0.0,0.0,0.0578,120.0,1.12,2.84,2.68,3.12,4.0,4.0,6.0,4-4-62,0.0239,0.0037,0.0008,0.0014,0.0021
895,0.9346,0.0,0.0334,218.0,1.18,0.24,-0.71,-0.4,4.0,4.0,62.0,4-4-66,0.01,0.0036,0.0008,0.0014,0.002
896,0.9676,0.0,0.0146,219.0,1.16,0.11,-0.86,-0.65,4.0,4.0,66.0,4-4-70,0.0042,0.0037,0.0008,0.0012,0.0017
897,0.9689,0.0,0.0194,288.0,1.15,0.15,-0.82,-0.9,4.0,4.0,70.0,4-4-74,0.0108,0.0041,0.0009,0.0018,0.0025
898,0.9632,0.0,0.0167,104.0,1.25,0.13,-0.84,-1.14,4.0,4.0,74.0,4-4-78,0.0006,0.0011,0.0002,0.0006,0.0008
899,0.9767,0.0,0.02,114.0,1.1,0.14,-0.82,-1.39,4.0,4.0,78.0,4-4-82,0.001,0.0012,0.0003,0.0008,0.0011
900,0.9932,0.0,0.0023,82.0,1.14,0.02,-0.96,-1.63,4.0,4.0,82.0,4-4-86,0.0004,0.0016,0.0004,0.0011,0.0016
901,0.9917,0.0,0.0031,60.0,1.2,0.03,-0.95,-1.88,4.0,4.0,86.0,4-4-90,0.0,0.0,0.0,0.0,0.0
902,0.972,0.0,0.028,38.0,1.05,0.2,-0.76,-2.13,4.0,4.0,90.0,4-5-10,0.0348,0.821,0.1071,0.0011,0.0012
903,0.0,0.0,0.0348,95.0,1.12,2.71,2.53,2.73,4.0,5.0,10.0,4-5-14,0.0427,0.691,0.2005,0.0338,0.0011
904,0.0,0.0,0.0308,121.0,1.1,2.29,1.93,2.49,4.0,5.0,14.0,4-5-18,0.0494,0.8159,0.0942,0.0012,0.0098
905,0.0112,0.0,0.0183,127.0,1.15,2.58,2.37,2.24,4.0,5.0,18.0,4-5-2,0.073,0.8703,0.0256,0.0138,0.007
906,0.0,0.0,0.0102,291.0,1.02,2.68,2.53,3.09,4.0,5.0,2.0,4-5-22,0.0504,0.6694,0.2257,0.002,0.0029
907,0.0006,0.0,0.0489,104.0,1.25,2.35,2.02,1.99,4.0,5.0,22.0,4-5-26,0.1082,0.5388,0.2441,0.0113,0.0047
908,0.0171,0.0,0.076,127.0,1.39,2.15,1.68,1.75,4.0,5.0,26.0,4-5-30,0.1644,0.2885,0.2284,0.0307,0.0313
909,0.2052,0.0,0.0516,114.0,1.43,1.23,0.44,1.5,4.0,5.0,30.0,4-5-34,0.1118,0.1194,0.0466,0.028,0.0061
910,0.6344,0.0,0.0536,127.0,1.57,0.73,-0.15,1.25,4.0,5.0,34.0,4-5-38,0.1102,0.0227,0.0038,0.0024,0.0179
911,0.8161,0.0,0.027,141.0,1.31,0.26,-0.72,1.01,4.0,5.0,38.0,4-5-42,0.0172,0.0177,0.0037,0.0084,0.0094
912,0.9202,0.0,0.0233,173.0,1.31,0.22,-0.75,0.76,4.0,5.0,42.0,4-5-46,0.0336,0.0105,0.0022,0.0018,0.0027
913,0.9346,0.0,0.0145,157.0,1.21,0.13,-0.84,0.51,4.0,5.0,46.0,4-5-50,0.0201,0.0106,0.0022,0.0021,0.0031
914,0.9466,0.0,0.0153,171.0,1.26,0.14,-0.83,0.27,4.0,5.0,50.0,4-5-54,0.0236,0.008,0.0018,0.0016,0.0023
915,0.943,0.0,0.0196,228.0,1.22,0.16,-0.8,0.02,4.0,5.0,54.0,4-5-58,0.0265,0.0058,0.0013,0.0019,0.0027
916,0.9528,0.0,0.009,204.0,1.24,0.08,-0.9,-0.22,4.0,5.0,58.0,4-5-6,0.0378,0.8857,0.0304,0.0005,0.0002
917,0.0001,0.0,0.0454,116.0,1.06,2.97,2.89,2.98,4.0,5.0,6.0,4-5-62,0.009,0.0025,0.0006,0.0007,0.0011
918,0.9739,0.0,0.0123,241.0,1.1,0.09,-0.88,-0.47,4.0,5.0,62.0,4-5-66,0.0015,0.005,0.0011,0.0013,0.0017
919,0.971,0.0,0.0184,182.0,1.17,0.14,-0.82,-0.72,4.0,5.0,66.0,4-5-70,0.0013,0.0039,0.0007,0.0012,0.0014
920,0.9853,0.0,0.0062,166.0,1.16,0.05,-0.92,-0.96,4.0,5.0,70.0,4-5-74,0.004,0.0022,0.0005,0.0011,0.0014
921,0.9805,0.0,0.0102,317.0,1.15,0.08,-0.9,-1.21,4.0,5.0,74.0,4-5-78,0.0001,0.0,0.0,0.0,0.0
922,0.9881,0.0,0.0118,88.0,1.02,0.08,-0.89,-1.46,4.0,5.0,78.0,4-5-82,0.0009,0.0018,0.0004,0.0011,0.0015
923,0.9589,0.0,0.0355,63.0,1.16,0.25,-0.7,-1.7,4.0,5.0,82.0,4-5-86,0.0,0.0,0.0,0.0,0.0
924,0.9821,0.0,0.0179,57.0,1.04,0.12,-0.84,-1.95,4.0,5.0,86.0,4-5-90,0.0204,0.0,0.0,0.0004,0.0004
925,0.9576,0.0,0.0213,49.0,1.04,0.15,-0.82,-2.19,4.0,5.0,90.0,4-6-10,0.0016,0.87,0.0934,0.0005,0.0088
926,0.0,0.0,0.0256,118.0,1.05,2.79,2.66,2.66,4.0,6.0,10.0,4-6-14,0.0268,0.8404,0.1045,0.0092,0.0008
927,0.0,0.0,0.0182,117.0,1.08,2.65,2.47,2.42,4.0,6.0,14.0,4-6-18,0.0272,0.7681,0.177,0.0095,0.0009
928,0.0001,0.0,0.0172,116.0,1.09,2.42,2.16,2.17,4.0,6.0,18.0,4-6-2,0.0116,0.9065,0.0399,0.0005,0.0059
929,0.0,0.0,0.0357,181.0,1.05,2.97,2.9,2.95,4.0,6.0,2.0,,,,4-6-22,0.0449,0.6972
930,0.2225,0.0007,0.0092,0.0001,0.0,0.0253,118.0,1.08,2.27,1.93,1.93,4.0,6.0,22.0,4-6-26,0.0503,0.5634
931,0.279,0.0022,0.0222,0.0205,0.0,0.0624,106.0,1.28,2.13,1.67,1.68,4.0,6.0,26.0,4-6-30,0.1388,0.4388
932,0.1851,0.0044,0.0219,0.1449,0.0,0.0662,130.0,1.57,1.78,1.2,1.43,4.0,6.0,30.0,4-6-34,0.1237,0.1174
933,0.0628,0.0034,0.0209,0.6355,0.0,0.0363,124.0,1.44,0.61,-0.29,1.19,4.0,6.0,34.0,4-6-38,0.064,0.0188
934,0.0041,0.0026,0.0105,0.8696,0.0,0.0304,152.0,1.33,0.27,-0.69,0.94,4.0,6.0,38.0,4-6-42,0.0545,0.0027
935,0.0005,0.012,0.0063,0.9109,0.0,0.013,177.0,1.11,0.1,-0.9,0.69,4.0,6.0,42.0,4-6-46,0.0086,0.0056
936,0.0014,0.0136,0.0017,0.9614,0.0,0.0077,160.0,1.18,0.07,-0.92,0.45,4.0,6.0,46.0,4-6-50,0.0295,0.0069
937,0.0016,0.0013,0.002,0.9492,0.0,0.0096,194.0,1.19,0.09,-0.89,0.2,4.0,6.0,50.0,4-6-54,0.0167,0.0041
938,0.001,0.006,0.0013,0.9651,0.0,0.0058,194.0,1.13,0.05,-0.93,-0.04,4.0,6.0,54.0,4-6-58,0.001,0.0014
939,0.0003,0.005,0.0005,0.9805,0.0,0.0114,218.0,1.08,0.08,-0.89,-0.29,4.0,6.0,58.0,4-6-6,0.051,0.886
940,0.0287,0.0085,0.0084,0.0,0.0,0.0173,119.0,1.03,2.78,2.65,2.84,4.0,6.0,6.0,4-6-62,0.0108,0.0099
941,0.002,0.0063,0.0071,0.9456,0.0,0.0182,239.0,1.24,0.16,-0.81,-0.54,4.0,6.0,62.0,4-6-66,0.0013,0.0027
942,0.0006,0.0011,0.0015,0.9883,0.0001,0.0044,185.0,1.16,0.04,-0.94,-0.78,4.0,6.0,66.0,4-6-70,0.0012,0.0012
943,0.0003,0.0006,0.0007,0.9881,0.0,0.008,170.0,1.11,0.06,-0.92,-1.03,4.0,6.0,70.0,4-6-74,0.0181,0.0007
944,0.0002,0.0002,0.0003,0.9685,0.0,0.012,285.0,1.07,0.09,-0.89,-1.28,4.0,6.0,74.0,4-6-78,0.0098,0.0
945,0.0,0.0,0.0,0.9707,0.0,0.0195,104.0,1.03,0.14,-0.83,-1.52,4.0,6.0,78.0,4-6-82,0.0004,0.0016
946,0.0003,0.0008,0.0011,0.9812,0.0121,0.0027,83.0,1.09,0.0,-0.97,-1.77,4.0,6.0,82.0,4-6-86,0.0,0.0
947,0.0,0.0,0.0,0.9824,0.0,0.0176,60.0,1.05,0.12,-0.84,-2.01,4.0,6.0,86.0,4-6-90,0.0,0.0
948,0.0,0.0,0.0,0.9809,0.0,0.0189,53.0,1.02,0.13,-0.83,-2.26,4.0,6.0,90.0,4-6-94,0.0,0.0
949,0.0,0.0,0.0,0.9444,0.0,0.0556,18.0,1.0,0.39,-0.54,-2.51,4.0,6.0,94.0,4-7-10,0.0252,0.8499
950,0.1004,0.0003,0.0119,0.0001,0.0,0.0122,85.0,1.04,2.63,2.46,2.6,4.0,7.0,10.0,4-7-14,0.0294,0.7797
951,0.1749,0.0002,0.0004,0.0,0.0,0.0154,103.0,1.03,2.45,2.21,2.35,4.0,7.0,14.0,4-7-18,0.0549,0.7967
952,0.1228,0.0094,0.0004,0.0003,0.0,0.0155,113.0,1.07,2.5,2.27,2.1,4.0,7.0,18.0,4-7-22,0.043,0.6849
953,0.241,0.0008,0.0007,0.0046,0.0,0.0251,98.0,1.08,2.23,1.89,1.86,4.0,7.0,22.0,4-7-26,0.0884,0.5432
954,0.2836,0.0029,0.0037,0.0294,0.0,0.0488,98.0,1.34,1.97,1.49,1.61,4.0,7.0,26.0,4-7-30,0.1167,0.3632
955,0.2749,0.0171,0.0032,0.176,0.0,0.0488,134.0,1.32,1.43,0.76,1.37,4.0,7.0,30.0,4-7-34,0.1243,0.1146
956,0.0734,0.003,0.0042,0.6433,0.0,0.0372,118.0,1.39,0.6,-0.28,1.12,4.0,7.0,34.0,4-7-38,0.0328,0.0126
957,0.0249,0.0016,0.0028,0.9086,0.0,0.0168,134.0,1.25,0.15,-0.81,0.87,4.0,7.0,38.0,4-7-42,0.0469,0.0168
958,0.0042,0.0023,0.0105,0.8981,0.0,0.0212,143.0,1.31,0.2,-0.77,0.63,4.0,7.0,42.0,4-7-46,0.0155,0.0063
959,0.0013,0.0079,0.0084,0.9521,0.0,0.0085,146.0,1.15,0.08,-0.91,0.38,4.0,7.0,46.0,4-7-50,0.0201,0.0038
960,0.0007,0.0068,0.001,0.9622,0.0,0.0054,163.0,1.1,0.05,-0.94,0.13,4.0,7.0,50.0,4-7-54,0.0297,0.0041
961,0.0009,0.001,0.0016,0.9456,0.0,0.0171,181.0,1.14,0.13,-0.84,-0.11,4.0,7.0,54.0,4-7-58,0.0007,0.0025
962,0.0006,0.0005,0.0007,0.9726,0.0,0.0223,213.0,1.07,0.16,-0.8,-0.36,4.0,7.0,58.0,4-7-6,0.0296,0.8903
963,0.052,0.0003,0.0085,0.0,0.0,0.0193,243.0,1.04,2.81,2.69,2.71,4.0,7.0,6.0,4-7-62,0.0096,0.0009
964,0.0002,0.0047,0.0005,0.9825,0.0,0.0015,226.0,1.06,0.01,-0.97,-0.6,4.0,7.0,62.0,4-7-66,0.0052,0.0001
965,0.0,0.0001,0.0,0.9943,0.0,0.0003,208.0,1.04,0.0,-0.98,-0.85,4.0,7.0,66.0,4-7-70,0.006,0.0001
966,0.0,0.0001,0.0001,0.9873,0.0001,0.0063,173.0,1.04,0.04,-0.93,-1.1,4.0,7.0,70.0,4-7-74,0.0046,0.0032
967,0.0007,0.0013,0.0054,0.9689,0.0,0.0158,283.0,1.18,0.12,-0.85,-1.34,4.0,7.0,74.0,4-7-78,0.0098,0.0012
968,0.0003,0.0006,0.0008,0.9853,0.0,0.0021,107.0,1.08,0.02,-0.97,-1.59,4.0,7.0,78.0,4-7-82,0.0007,0.0017
969,0.0004,0.0009,0.0013,0.9519,0.0,0.0432,75.0,1.14,0.31,-0.64,-1.84,4.0,7.0,82.0,4-7-86,0.0,0.0
970,0.0,0.0,0.0,1.0,0.0,0.0,70.0,1.01,0.0,-0.98,-2.08,4.0,7.0,86.0,4-7-90,0.0,0.0
971,0.0,0.0,0.0,0.9292,0.0227,0.048,45.0,1.12,0.29,-0.62,-2.33,4.0,7.0,90.0,4-7-94,0.0008,0.0032
972,0.0007,0.0025,0.0034,0.9839,0.0002,0.0054,27.0,1.31,0.05,-0.93,-2.57,4.0,7.0,94.0,4-8-10,0.0132,0.837
